CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount
151649,C,1,90.44526445,10-04-2024 10:40,PayPal,"239 Cheryl Motorway
Brianmouth, MN 80627",Home Decor,9.982837865,81.41626034
462127,B,5,28.86063754,27-11-2023 10:20,Credit Card,"4346 Thomas Turnpike Apt. 869
Cannonville, AS 79127",Electronics,4.556719821,137.7276957
533250,D,1,64.5391023,27-08-2023 03:13,Credit Card,"175 Laura Mews
Port Brittanyfurt, MS 03715",Home Decor,3.968476009,61.97788351
619296,A,7,92.2767101,15-11-2023 21:44,Cash,"0138 John Rest Apt. 420
Port Ivan, TN 38375",Electronics,10.63993619,577.2096892
678289,D,7,28.13555144,07-06-2023 16:45,Cash,"02443 Harris Vista
Kristenfort, CO 62434",Electronics,17.86956724,161.7549511
913049,B,1,48.97628784,27-02-2024 21:59,Debit Card,"01887 Hubbard Streets Apt. 625
New Elizabeth, SD 50436",Books,3.687665194,47.17020632
938304,B,7,47.98416354,03-11-2023 17:27,Debit Card,"912 Lopez Port
Davidshire, IA 46034",Home Decor,5.206891448,318.3997616
200024,D,4,70.99271902,06-05-2023 14:36,Debit Card,"Unit 1955 Box 4123
DPO AA 66106",Clothing,11.79845831,250.4666907
539434,A,5,37.47196036,05-04-2024 00:47,PayPal,"849 Tina Ford Apt. 531
West Kathyland, NV 60727",Clothing,19.61891325,150.6018448
174324,C,5,68.23094051,12-03-2024 18:03,Credit Card,"6742 Andrew Manors Apt. 754
Port Bradshire, AL 02541",Clothing,9.083454687,310.1660697
280272,A,1,13.2495752,18-07-2023 15:35,Credit Card,"2732 Simmons Harbors Suite 272
Timothymouth, DC 68865",Books,10.09200519,11.91242739
913059,C,6,98.89281168,02-12-2023 15:48,Cash,"47835 Amber Ridges
Carlamouth, IL 48664",Clothing,6.976581136,551.9608466
565201,A,4,38.38900297,26-12-2023 10:25,PayPal,"778 Tyler Courts Suite 835
Dennisville, MH 89933",Books,9.327073635,139.2337296
162126,A,4,61.19549667,03-09-2023 02:07,Debit Card,"0268 Morales Flat
Leslieport, AZ 27960",Home Decor,19.00863707,198.2522672
240400,C,9,12.91318386,24-12-2023 09:08,PayPal,"3384 Michael Station
Joefurt, VA 58395",Books,9.288565315,105.4236091
721926,C,8,61.86482401,20-06-2023 20:58,Credit Card,"69973 Laura Spurs Apt. 610
Christopherview, IN 22620",Books,4.726614477,471.5256983
24392,C,5,55.1264281,13-08-2023 11:33,Credit Card,"070 Martin Estates Suite 754
East Diamondburgh, MS 99934",Books,18.89164996,223.5606813
952941,A,1,50.11661091,15-11-2023 01:42,Debit Card,"37706 Elizabeth Estate Apt. 636
Hillbury, KS 75422",Books,2.433430956,48.89705779
905149,C,1,79.79210771,18-02-2024 20:44,PayPal,"6558 Tiffany Harbor
Port Jeffreyborough, MO 61244",Books,18.62900734,64.92763011
352444,B,1,22.46935953,22-06-2023 11:02,Credit Card,"13191 Patricia Stream
South Andrewhaven, AZ 68227",Books,3.164328277,21.75835523
817619,B,4,98.28161028,21-06-2023 12:52,Debit Card,"73089 Michael Ville Suite 203
Griffintown, MN 88990",Electronics,0.810003377,389.9421037
206713,A,9,29.69435487,02-01-2024 10:30,Cash,"1353 Cory Rapids Apt. 260
New Craigport, MS 20171",Electronics,7.054165854,248.3969925
649726,B,8,60.76798007,25-07-2023 23:09,PayPal,"03011 Howard Ways
West April, UT 40377",Electronics,5.909302508,457.4161304
574654,B,5,52.00344371,28-08-2023 15:45,Debit Card,"6315 Torres Creek Suite 223
New Juan, WI 58572",Books,9.089848068,236.3820484
271086,C,8,31.0026818,18-06-2023 03:33,Credit Card,"627 Lewis Manors Apt. 493
East Ericshire, IN 93808",Books,9.751114077,223.8365994
298216,B,6,15.27275192,17-04-2024 23:35,Credit Card,"291 Cheryl Row Suite 123
Joseberg, NV 82352",Home Decor,3.726629398,88.22155834
374719,C,2,96.16893636,04-10-2023 08:30,Debit Card,"694 Pamela View
New Ryanview, IA 44794",Electronics,12.8651188,167.5933769
8428,C,7,36.2402828,27-10-2023 20:26,Cash,"303 Sheila Curve Suite 823
Matthewport, WA 83591",Home Decor,15.98752919,213.1244991
506203,D,6,96.85509644,09-02-2024 12:24,Cash,"952 Meghan Unions
Tylerbury, SD 11236",Electronics,14.66358508,495.9160018
16257,B,6,84.74799851,30-06-2023 07:39,Debit Card,"4481 Joshua Ports
Joneshaven, NH 37386",Electronics,18.33209287,415.2715003
234609,A,9,67.6724585,12-12-2023 10:38,Cash,"0782 Sierra Plains Apt. 715
East Austin, FL 29529",Home Decor,8.102790757,559.7019071
804780,B,3,99.01546966,04-06-2023 19:17,Cash,"39800 Marisa Underpass Apt. 070
West Sandra, GA 20003",Clothing,8.954690185,270.4468233
166720,D,3,82.85126496,06-01-2024 00:31,Credit Card,"88020 Murray Flat
North Nathanville, MI 38335",Books,10.43363368,222.6206024
601706,C,2,15.53240921,18-01-2024 10:26,Debit Card,"654 Brown Cliffs Apt. 498
East Deanport, AS 48256",Books,15.66894053,26.19729049
683948,D,6,37.52703452,13-02-2024 03:25,PayPal,"62440 Reynolds Summit
New Josephville, RI 48068",Books,9.494778079,203.7835552
577819,A,1,67.26889481,26-12-2023 17:47,Credit Card,"USS Pennington
FPO AE 64754",Clothing,11.12795215,59.78324438
598673,A,8,93.3923139,08-02-2024 18:34,Debit Card,"26595 Washington Grove
Ellisstad, MD 74714",Home Decor,0.9560001,739.9958663
292117,B,6,52.55647497,04-02-2024 16:11,Debit Card,"6602 Linda Circles Suite 027
Priceburgh, MA 44218",Books,16.780062,262.4247953
816159,A,5,39.76404681,16-03-2024 18:33,Debit Card,"845 Shelley Mission
Jenniferberg, TN 18005",Clothing,18.10347574,162.8268612
472235,D,6,21.64117475,13-06-2023 13:50,PayPal,"1977 Robert Mountain
Foleychester, IN 71750",Electronics,18.94494818,105.2475925
615368,C,7,53.68382463,03-11-2023 18:16,Cash,"4455 Linda Bypass Apt. 621
Lake Daniellehaven, AL 35636",Electronics,9.443986503,340.2975203
808310,D,8,29.56142422,28-10-2023 18:03,PayPal,"139 Jordan Keys Suite 854
Duranside, GU 72450",Clothing,12.97427148,205.8083583
162982,B,1,81.70356189,15-06-2023 19:10,Credit Card,"6935 Wright Street Apt. 527
Penaville, IL 35917",Books,18.48304757,66.60225368
814710,D,2,59.8858354,10-04-2024 21:14,Debit Card,"387 Patricia Prairie
West Cynthiaview, AZ 10617",Electronics,11.61248965,105.8631979
166424,B,9,37.13649611,09-04-2024 17:55,PayPal,"519 Bruce Ramp
Martinezshire, FM 25556",Electronics,18.36277343,272.8548492
375284,B,3,90.15039589,14-01-2024 23:46,Credit Card,"4291 Brandon Centers
Katherinefort, KY 37643",Books,18.33227639,220.8713284
924706,D,7,13.55460191,07-11-2023 08:32,Credit Card,"5894 Moore Harbors Suite 569
Wagnertown, VI 52075",Home Decor,3.365420489,91.68902792
657591,B,9,37.20122414,08-11-2023 07:08,Debit Card,"63367 Dominique Port
Port Justinview, KY 81884",Books,10.83802334,298.524121
445146,D,2,55.13491108,27-03-2024 21:42,Cash,"1480 Archer Bypass Apt. 620
Krystalport, SC 36990",Clothing,5.429438281,104.2827902
492116,D,9,63.58800286,05-06-2023 16:43,Cash,"475 Courtney Isle
Jonesfort, CT 40474",Electronics,4.00937513,549.3466916
308104,C,8,19.56613509,25-03-2024 11:19,Cash,"9801 Chase Cove
Wilsonside, MO 75685",Home Decor,14.6056242,133.6670314
820530,B,8,13.99852327,06-02-2024 03:53,PayPal,"Unit 5442 Box 0137
DPO AP 41827",Clothing,12.91784846,97.52172197
314535,C,9,30.24340427,24-04-2024 07:49,Cash,"8259 Jessica Pass
New Pamela, WV 75876",Books,13.41405193,235.6788448
47856,C,3,20.11387264,09-03-2024 10:29,PayPal,"15106 Christopher Center Apt. 444
New Ross, VT 44927",Clothing,9.893214457,54.37189224
269052,A,6,14.61216266,01-12-2023 11:59,Debit Card,"36247 Kayla Rapid
Wrightport, UT 13035",Books,6.6663832,81.8283594
92927,D,2,53.90208246,03-10-2023 20:42,PayPal,"9581 Margaret Ranch Suite 947
North Kennethfurt, MP 41280",Books,3.798825127,103.7088732
738108,A,4,41.86213968,25-12-2023 19:29,Credit Card,"07627 Patrick Crossroad
Ramirezfort, AS 90528",Home Decor,11.98842629,147.3741117
831068,D,5,72.41384034,28-03-2024 05:59,PayPal,"69099 Moreno Crest
North James, IN 00520",Home Decor,17.87340275,297.355115
729212,D,2,92.54099255,11-03-2024 13:34,Credit Card,"43409 Reyes Village
Jamesburgh, NM 61306",Electronics,0.167362706,184.7722269
335280,B,3,12.31896807,03-06-2023 14:19,Cash,"3831 Shawna Turnpike Apt. 708
West Lisa, MP 35787",Clothing,3.142348597,35.79558946
345283,D,5,45.7089729,14-04-2024 09:23,PayPal,"1899 Vaughn Points
North Sheilafort, OH 18016",Clothing,10.91143516,203.6073398
143124,A,9,71.21043063,06-11-2023 09:07,PayPal,"5858 Walters Grove
West Christopher, SD 21815",Clothing,7.437711637,593.2260373
928693,B,5,39.60470366,15-10-2023 14:53,Credit Card,"95030 Hughes Canyon Apt. 122
Chadfort, NE 56040",Clothing,2.48851673,193.0956699
122774,B,2,27.36076922,23-07-2023 05:59,Cash,"08330 Wolfe Road
Jesseview, FM 17856",Home Decor,2.790552457,53.19450521
576286,B,9,97.3537101,23-03-2024 14:49,PayPal,"2337 Moss Court
Ortegabury, OK 87567",Clothing,6.268935392,821.2560202
80618,C,8,64.92701812,11-04-2024 17:18,Debit Card,"435 Martinez Greens
South Nicholas, AR 06206",Home Decor,18.19562562,424.9051278
402671,A,8,74.27702162,23-03-2024 01:21,Cash,"141 David Ports
Port Michaeltown, IA 95416",Clothing,19.33374383,479.3319403
318488,B,9,66.86828534,29-12-2023 12:25,PayPal,"7798 Elijah Run Apt. 219
Nicholasfort, KY 28431",Home Decor,9.345025909,545.5748407
474528,C,6,47.09850214,17-02-2024 01:36,Credit Card,"778 Reyes Freeway
East Laurieville, AK 89270",Home Decor,3.454634458,272.8285263
492970,A,7,14.92881765,24-06-2023 01:34,Cash,"1145 White Locks
Coreychester, MT 67267",Clothing,19.77042421,83.84128952
777947,C,3,88.16695258,20-02-2024 10:01,Debit Card,"66677 Charles Crossing Apt. 751
South Mariahaven, MP 71533",Books,13.29586656,229.3331766
969135,C,2,22.8377657,22-06-2023 03:03,Debit Card,"12793 Brian Row Apt. 507
North Josephhaven, MI 45048",Home Decor,18.10081004,37.40789023
522286,C,6,74.23972124,24-01-2024 00:00,Cash,"4067 Wolfe Club
West Michaelside, CT 51468",Electronics,4.674196601,424.6176643
289789,D,7,61.81637087,22-04-2024 11:57,Cash,"263 Stephen Inlet Apt. 447
Port Sandraville, AL 44118",Electronics,17.3424599,357.6712408
994043,C,4,52.60771,14-08-2023 14:33,Credit Card,"5852 Wilson Ways
South Christopher, DE 86725",Electronics,4.760508974,200.413261
248170,B,8,69.6065694,06-04-2024 17:02,PayPal,"4515 Beverly Vista Apt. 522
Audreyland, NC 86923",Clothing,9.333278955,504.8799529
236992,A,5,52.43416054,12-11-2023 15:10,PayPal,"USCGC Moran
FPO AA 03858",Clothing,4.900114043,249.3241344
531342,C,4,14.17856662,20-09-2023 21:08,Cash,"009 Brent Land
Roberttown, DC 88189",Electronics,18.48922848,46.22823618
236064,B,7,28.95823807,22-09-2023 09:20,PayPal,"231 Kathleen Wells
East Allison, VT 76629",Electronics,11.37993284,179.6396702
58096,C,9,41.05510739,29-03-2024 08:41,Debit Card,"7365 Daniel Trafficway
Keithville, CT 71487",Home Decor,2.148438949,361.5575713
675622,C,1,92.34441348,05-04-2024 12:47,PayPal,"01382 Garcia Fall
Jasonberg, NC 56811",Books,16.69525957,76.92727395
812099,B,6,20.92899502,26-01-2024 18:14,Debit Card,"PSC 5540, Box 7891
APO AA 54318",Clothing,13.55269248,108.5553161
550252,B,5,89.69993911,07-03-2024 20:02,Cash,"89643 Richard Walk
Oliviashire, NM 17730",Electronics,2.370552212,437.8677761
693622,B,3,92.33853919,05-08-2023 12:58,PayPal,"PSC 9482, Box 3142
APO AP 96747",Books,11.32066931,245.6555956
387836,A,9,26.4787134,01-01-2024 19:48,PayPal,"Unit 3167 Box 1344
DPO AE 69191",Books,9.064190864,216.7076905
397535,C,5,71.43018991,14-02-2024 05:58,PayPal,"8737 Sarah Knolls Apt. 857
Lake Ryanfort, NM 94204",Clothing,4.754511111,340.170168
740357,A,5,89.99673697,06-12-2023 08:17,PayPal,"16887 Cherry Views Apt. 688
North Scottport, OR 40998",Clothing,6.586819409,420.3440721
1377,D,9,34.61342845,08-07-2023 16:13,Debit Card,"86105 Perez Wall Apt. 205
East Thomastown, PA 52885",Electronics,1.23162985,307.6840722
979059,B,9,15.73604201,09-10-2023 00:23,Credit Card,"31401 Marissa Drive
Port Jacob, MD 72259",Books,3.328942792,136.9097836
563886,B,4,98.8071531,03-09-2023 19:53,Credit Card,"Unit 8149 Box 5215
DPO AE 20505",Books,2.156587921,386.7051599
853294,B,9,70.20053898,07-08-2023 00:34,Debit Card,"29805 Smith Curve
Lake Joshua, GA 54963",Home Decor,14.1965496,542.1103618
225105,D,9,65.72123097,18-12-2023 05:31,Credit Card,"83387 Patrick Crossing Suite 631
Lake Alex, IN 05276",Electronics,18.07820077,484.560134
821275,B,4,14.69918291,16-04-2024 19:03,Debit Card,"272 Adam Cliff
New Mary, MN 21292",Clothing,15.91818053,49.43736177
988998,A,7,77.35004741,25-10-2023 01:34,Debit Card,"7297 Wolf Expressway
Port Gregborough, WA 40735",Home Decor,7.854629275,498.9214156
321764,C,6,35.26003419,12-11-2023 02:59,Debit Card,"9251 Martinez Circles
Kimberlyside, WV 13793",Clothing,5.238817591,200.4769519
159781,C,2,29.06576076,09-01-2024 10:54,Debit Card,"76417 Marc Union Suite 821
Rodriguezmouth, MT 15439",Books,3.638079835,56.01665036
343906,B,1,46.81508531,26-05-2023 08:39,PayPal,"7019 Perry Village Apt. 814
Thompsonmouth, VA 63479",Clothing,14.37695388,40.08450208
587934,D,9,26.95555536,01-09-2023 02:16,Debit Card,"739 Jacqueline Grove Apt. 455
Jacobton, WY 57379",Books,3.822532904,233.3265335
751029,C,4,72.77149579,23-04-2024 12:11,PayPal,"72513 Debra Spring Apt. 890
Christianmouth, MH 44414",Home Decor,1.539050749,286.6060221
412061,D,9,14.12903628,22-10-2023 18:49,PayPal,"713 Roy Manors Suite 135
Ronaldbury, PW 02729",Clothing,9.80748683,114.6899961
543324,A,4,21.34849166,13-06-2023 21:47,Debit Card,"PSC 2176, Box 3234
APO AE 21259",Clothing,8.628988718,78.02533089
158688,C,1,37.76774357,12-10-2023 19:08,Credit Card,"2589 Dixon Walk
East Paulmouth, MH 24308",Clothing,2.334079123,36.88621455
725196,B,8,15.63716021,01-06-2023 05:18,PayPal,"78854 Courtney Green
South Anthony, AS 75394",Electronics,0.750229924,124.1587644
321363,D,2,66.35412097,12-06-2023 02:39,Cash,"3654 Mackenzie Springs
New Jesseborough, UT 21305",Clothing,8.94804444,120.8334495
111029,A,5,97.13327186,04-01-2024 16:09,Debit Card,"22483 Foster Trail
Dianastad, OK 06549",Home Decor,11.27507148,430.9071301
850313,B,5,56.81645129,31-05-2023 05:05,PayPal,"68044 Lauren Summit Apt. 150
Lake Jeanettemouth, NJ 11508",Home Decor,15.9027131,238.9054703
487428,C,1,14.36457092,11-05-2023 07:55,Debit Card,"0184 Hamilton Crossroad
West Frankfort, MN 09522",Books,10.33912209,12.87940039
560549,B,3,95.78339998,19-10-2023 16:14,Cash,"48126 Vasquez Fork Apt. 260
South Jennifer, DE 10547",Clothing,18.84396563,233.202027
119288,A,5,28.03986571,13-10-2023 07:02,PayPal,"1674 Olson Villages
West Katherine, NC 14284",Books,5.70349334,132.2030692
135584,A,5,44.71106459,16-03-2024 01:14,Cash,"3773 Christy Forest
North Sharon, OH 55993",Books,0.131261441,223.261881
37330,D,3,64.52870902,10-02-2024 01:58,Debit Card,"32721 Tanya Port Suite 468
Port Samantha, MS 41414",Clothing,15.27418809,164.0174179
624804,D,3,33.65452526,01-09-2023 19:39,Cash,"Unit 7294 Box 7580
DPO AP 69236",Books,18.28022718,82.50720477
531414,A,1,79.64413698,07-06-2023 08:30,PayPal,"591 Johnson Crest
Lake James, VT 17600",Clothing,13.18564045,69.14254744
879961,C,6,54.17638935,30-11-2023 21:35,Cash,"732 Robert Divide Apt. 556
Donnachester, MO 55730",Home Decor,17.65378758,267.6732279
644342,C,2,16.66763417,11-07-2023 00:46,Cash,"73748 Williams Dale Apt. 228
Timothyfort, WA 48490",Books,8.912626841,30.36422026
684756,A,9,15.7161145,16-10-2023 11:43,PayPal,"954 Karen Skyway
Williamville, AS 41329",Home Decor,4.49974999,135.0803577
823671,D,3,75.72631483,31-08-2023 23:33,Debit Card,"USNV Keller
FPO AP 59924",Home Decor,3.079457301,220.1830659
969368,B,9,48.76791757,10-11-2023 01:24,Cash,"97997 Huffman Common
Connerhaven, SC 98275",Books,1.339194553,433.0333825
759550,A,6,25.79994903,07-09-2023 01:06,Credit Card,"074 Matthew Plain
Sanchezview, MA 54426",Books,2.195185794,151.4015533
491600,A,9,86.45790573,23-06-2023 12:15,Debit Card,"9990 Nathaniel Unions
Danielfurt, UT 17942",Books,16.04179554,653.2965474
638482,B,5,59.7831379,30-09-2023 15:12,PayPal,"2876 Matthew Villages Apt. 575
Port Angelland, AK 67703",Books,12.95750089,260.1836864
232827,D,5,14.33954563,16-06-2023 08:48,Cash,"088 Joshua Track Apt. 129
East Justinborough, MI 43178",Clothing,13.59679415,61.94913565
655546,C,7,78.86985922,18-12-2023 12:10,Cash,"81113 Patel Walks Suite 837
Lake Danielberg, ND 23551",Books,18.56920687,449.5704633
820466,B,8,92.87856624,15-04-2024 08:01,Credit Card,"44643 Chloe Radial Suite 398
North Christian, ID 90215",Home Decor,16.0763626,623.5765692
517768,A,4,37.39469238,21-04-2024 16:26,PayPal,"67552 Victoria Extension Apt. 882
Castrofurt, NM 02467",Books,8.314487764,137.142061
639320,C,8,60.8427622,28-12-2023 17:13,Debit Card,"Unit 3158 Box 5498
DPO AE 60395",Clothing,2.556564973,474.2982196
835447,A,8,63.70991884,22-02-2024 13:56,Credit Card,"0894 Elizabeth Crossing Apt. 130
North Robertland, WA 35228",Home Decor,8.708986377,465.2914455
98403,A,1,93.61782408,21-03-2024 08:29,Credit Card,"46106 Jenkins Oval
Parkerburgh, MP 71010",Home Decor,11.69817295,82.66624911
750105,C,7,88.34878567,24-11-2023 20:20,PayPal,"30900 Kenneth Prairie
Lawrenceport, OK 35400",Clothing,2.324338131,604.0668281
466532,D,6,22.46964873,26-04-2024 11:30,Cash,"63675 Bennett Divide Suite 102
Christopherberg, GA 17871",Electronics,13.15347721,117.0846516
722079,A,5,90.22996773,08-03-2024 20:02,Cash,"73079 York Cove Apt. 596
North Virginia, IL 16108",Home Decor,7.175735272,418.7765205
458815,D,7,94.84513437,07-09-2023 04:29,Cash,"USNV Rodriguez
FPO AA 26225",Home Decor,5.99455127,624.1171591
447402,D,9,50.3893081,16-11-2023 00:48,PayPal,"48563 Martin Field
Loveside, KS 64756",Electronics,12.90285887,394.9888212
768914,B,1,60.66176211,25-02-2024 15:29,Debit Card,"89340 Griffin Gardens Suite 703
Cristianville, AL 12244",Clothing,11.99124837,53.38765955
788292,A,6,94.65506336,14-04-2024 10:35,Credit Card,"71094 Kyle Springs Apt. 712
Smithborough, AS 65467",Clothing,8.830115674,517.7814706
984312,C,8,12.34394683,02-02-2024 18:37,Debit Card,"Unit 6614 Box 1346
DPO AP 40511",Electronics,18.6933576,80.29158967
919449,C,2,32.24651105,13-01-2024 10:27,Cash,"982 Davis Course
South Marieland, MT 74566",Home Decor,16.47570019,53.86734514
834763,D,5,88.32012469,08-06-2023 15:05,PayPal,"09329 Gonzalez Crescent
Greenmouth, NJ 61689",Clothing,18.04049144,361.9337008
432388,B,5,69.08981711,03-02-2024 08:33,Cash,"614 Davis Village
Lake Kevinville, WV 08132",Books,16.97086403,286.8233909
678707,D,7,10.23482576,04-12-2023 13:27,Credit Card,"965 Patterson Trafficway Suite 634
Stricklandhaven, PA 83245",Clothing,7.045878557,66.59584657
782625,A,7,33.39991053,05-01-2024 00:40,Credit Card,"5220 Yang Lodge
Ayalamouth, NY 49138",Clothing,3.161333111,226.4081967
998970,B,4,11.84152122,03-12-2023 04:32,Credit Card,"451 Mcguire Village
Pearsonstad, PA 92887",Books,11.00512549,42.15338779
345161,D,5,22.12732099,14-06-2023 10:02,PayPal,"29851 Maxwell Flat Apt. 029
Smithtown, WV 83402",Electronics,18.95157662,89.66922399
980001,A,9,41.55512918,01-12-2023 15:13,PayPal,"7297 Lowe Turnpike
West Katieborough, NC 81897",Home Decor,12.94017517,325.600404
676348,A,7,83.88993341,05-08-2023 02:35,Cash,"5952 Heidi Radial
Wadeberg, CA 74428",Electronics,9.376867723,532.1657972
906162,D,9,29.63649509,02-03-2024 16:39,Credit Card,"321 Johnson Walk
South Yolandaview, VT 21783",Electronics,5.412272302,252.2923855
232796,A,7,24.94658561,28-05-2023 23:19,Debit Card,"75467 Catherine Fort
Sanchezland, ME 17443",Electronics,8.146875451,160.3995285
605148,D,1,26.87856557,06-08-2023 21:05,Cash,"06957 Bryan Courts Suite 298
Shelleychester, MS 66403",Home Decor,11.33557567,23.83172543
619331,D,7,71.41284799,22-01-2024 23:33,PayPal,"585 Reid Mission Apt. 440
South Jennifer, MT 08093",Home Decor,14.16521579,429.0794478
289887,D,3,73.33339553,05-03-2024 11:01,Cash,"31278 Baker Park
Port Philip, HI 94119",Clothing,4.579428455,209.9254354
943226,B,9,99.60978261,05-03-2024 01:56,Credit Card,"34001 Walter Forges
Hayesmouth, MI 07166",Home Decor,13.77982567,772.9535539
464629,C,2,83.47754967,29-03-2024 20:31,PayPal,"38402 Wallace Inlet
Nicholasstad, GA 81819",Clothing,18.72662119,135.6900503
223620,C,3,30.76863467,28-07-2023 12:57,PayPal,"547 Long Station
East Pamelachester, UT 59169",Home Decor,7.635595805,85.25779828
27206,A,6,79.47564289,06-12-2023 17:28,PayPal,"88647 Barbara Park
North Travis, NE 93673",Clothing,12.97651972,414.9748225
612925,D,5,10.32990405,24-11-2023 19:57,Debit Card,"25353 Salazar Throughway Apt. 320
North Karen, NE 21345",Home Decor,8.246383029,47.39030299
347755,B,2,74.71127735,14-05-2023 05:13,Credit Card,"USNV Bailey
FPO AE 77413",Clothing,13.55000586,129.1757898
932312,D,3,18.834312,06-11-2023 20:50,Debit Card,"USNS Sullivan
FPO AA 89145",Electronics,16.84939874,46.982531
367537,D,7,55.41311489,02-03-2024 02:49,Cash,"24856 Smith Forges Apt. 586
New Jennifer, NM 05960",Books,15.94632047,326.0373341
740865,C,1,72.57266042,06-11-2023 16:06,Credit Card,"77828 Graves Track Apt. 925
Romeroland, KS 49307",Clothing,0.936807264,71.89279446
967032,B,3,51.65318548,26-02-2024 19:18,PayPal,"6102 Brown Route Suite 465
Jonesview, MH 91206",Electronics,8.212264747,142.2338674
855010,A,3,81.30023608,30-05-2023 12:10,Credit Card,"00656 Michael Crossing
Port Jasonberg, PR 50723",Electronics,9.590122643,220.5103312
